comment_id,comment,video_id
Ugz7tHFFTCB2uIzyG6Z4AaABAg,"퍼펙트 파워쉐이크 20g로 단백질 충전하세요~💪
👉영상 속 제품 보러가기 > https://bit.ly/3Ld9c0M

📣칼로바이 패밀리페스타 최대48% 세일 중📣",yMxZjeZl698
UgxTlN0iQ9FRrdTRhK94AaABAg,진짜 컨텐츠력이 장난이 아니에요 🤣 궁둥이 무슨일 💟,yMxZjeZl698
UgxI1AC1uxeA0lz3SG94AaABAg,그의 진심 연기 닛몰캐쉬도 감동☺ 그는 진정한 근육남자🦅 메이드남은 진정한 시대 소협입니다👏👏 그의 헬스는 감동을 부른다😭😭😭,yMxZjeZl698
UgyUpRCAmfwx5EYmTk54AaABAg,2:04 아니 과로사가 왜 빌고 있어ㅋㅋㅋㅋㅋㅋㅋㅋ,yMxZjeZl698
Ugy3r6hDDkeSp3i788N4AaABAg,피지컬 갤러리라서 무슨 철학적인 영상일 줄 알았는데 닛몰캐쉬 ㅋㅋㅋㅋㅋㅋㅋ,yMxZjeZl698
Ugydjcjwh9MpUBbypLl4AaABAg,맨 마지막에 가서야 정상적인 광고인 척 하지 말라고 ㅋㅋㅋㅋ,yMxZjeZl698
UgzcsFGjgTteUqLgkTJ4AaABAg,편집력과 구독자 규모 사이의 괴리,yMxZjeZl698
UgyGXai8WAOlrxBCLe54AaABAg,김계란 전거근 폼 미쳤다....,yMxZjeZl698
UgxHdROpHZr3SPi0KFR4AaABAg,"육준서 Q&A - 가장 즐겨보는 채널 : 피지컬갤러리..
김계란X육준서 콜라보 존버합니다..",yMxZjeZl698
Ugxakms3TV0yGbPM2UF4AaABAg,메이드복 왤케 잘어울리시는건데요ㅋㅋㅋㅋㅋㅜㅜㅜㅜ,yMxZjeZl698
UgwHfagPuEWDj_LUjex4AaABAg,이번 중계 멘트가 너무 재밌읍니다 잘 봤읍니다,rbWUTFKKJ4k
UgwpN6pK7Vkskrp5ax14AaABAg,김계란보면서 진짜 중량치고싶어 미칠듯,rbWUTFKKJ4k
UgwklY3PmJ6PU3GSAJp4AaABAg,ㅎㄷㄷ,rbWUTFKKJ4k
UgyVNfjEYMql8bKLNr14AaABAg,자 드가자~,rbWUTFKKJ4k
UgzBMSz3ihrwXgcwYvB4AaABAg,hdex 3대 800안되면 못 입는거네요 언더아머처이럼,rbWUTFKKJ4k
Ugwj8ELPkfkwsjpZDhZ4AaABAg,"헐 레터럴레이즈 매번 어깨 루틴에 넣었는데 지금 만져보니 저는 견봉이 앞으로 내려오네요...
무작정 레터럴레이즈만 계속 했으면 큰일날 뻔했네요ㅠㅠㅠ 감사합니다!!",7JXwzEKFtdQ
UgzHO5apRe6oHI1vuuJ4AaABAg,그냥 골격차이 그러고 있었는데 저 뼈의 모양을 직접 알 수 있다니 너무 신기하네요.. 감사합니다,7JXwzEKFtdQ
Ugxd32MA1J-k8rL1Zu54AaABAg,"겁나 도움되고 유용하네요 감사합니다
참고해서 운동할게요💪",7JXwzEKFtdQ
Ugzzd6veHzwAJcP23Qp4AaABAg,저도 최근에 레터럴 레이즈  자주하다가 어깨충돌증후군 왔었는데 엑스레이 찍어보니 딱 저렇게 견봉이 아래로 더 나와있더라구요 ㅜㅜ 그래어 앞으로 어깨운동 어떻게 하나 싶었는데! 좋은정보 감사합니다!^^,7JXwzEKFtdQ
Ugyp7Qgayxle5_ZrmJF4AaABAg,압도적 감사 ㅠㅠㅠㅠ 왜 어깨가 아픈지 알았네요,7JXwzEKFtdQ
Ugxm5B2xRkdXxg2woDZ4AaABAg,열심히 준비해주신 영상이라 저도 따라해보고 싶은데 영상에서 알려준대론 잘 진단 못하겠어요ㅠㅠ,7JXwzEKFtdQ
UgyFbdPM5dnFUDD25CN4AaABAg,와...내가 왜 어깨를 다쳐서 여태 고생하는지 알겠네요.....역시 사람마다 체형이.다르니 운동방법도 다르구나,7JXwzEKFtdQ
Ugzz76vrAPk2J1e-O4p4AaABAg,일단 피티쌤이 알아야 회원구분하며 알려줄텐데..,7JXwzEKFtdQ
UgwqzT7Gl2t4wTVlFPV4AaABAg,20살 그때 당시엔 pt라는 개념보단 헬스원장님(?)으로 등록만하면 기본적인 헬스 기구랑 전체적으로 돌아가능걸 알려주셨는데 그때 원장님께서 어깨 운동 잘못하면 다치니까 조심하라고 했었는데 딱 저 내용이네요,7JXwzEKFtdQ
UgwNCpeY1P3VKv58YVh4AaABAg,나도 어깨 운동이 젤 힘든데 진짜 도움되네 이건,7JXwzEKFtdQ
UgwaKFbGC4y8U5cG5g54AaABAg,각종 커팅제 리뷰가 궁금합니다..저도 건식쪽에서 일을 해봤어서 커팅제가 얼마나 무의미 한지는 알고 있으나 매번 광고를 보면 혹하는 마음이 있어 실제로 어떤 효과를 줄 수 있는지 너무너무 궁금하네요 실제 운동효과와 실제 후기 너무 궁금합니다,nRozBasKpWE
Ugwa2G2_ItHb__jal-F4AaABAg,"와 맨날 닭가슴살이랑 고구마는 먹는데 야채 챙겨먹기 힘들었는데, 식이섬유 충전하면서 대체당까지 들어간 음료는 진짜 같이 먹으면 개꿀맛이겠네요 좋은 정보 너무 감사합니다",nRozBasKpWE
UgxmZxyKDFeu57tata54AaABAg,계란형 각종 에너지 음료 리뷰도 해주세요!,nRozBasKpWE
UgzVfOnivS4aMNSPQER4AaABAg,"와 진짜 이번 영상 소중합니다ㅠㅠ 식이섬유 섭취가 부족하면 피부 트러블도 심해지더라고용,, 짱짱",nRozBasKpWE
Ugz5V-VBtV1DrE70QGp4AaABAg,"믿고 사봅니다 ㅋ
물론 먹는다고 살이 빠지는 건 어니지만
식전에 꼭 한잔씩 마시고 밥
먹어 보겠습니다!!",nRozBasKpWE
UgxGfYMmIUR2U4DhNFp4AaABAg,편의점 도시락해주세요!! 요즘은 편의점 도시락을 점심으로 먹는 직장인이 많은데!!,nRozBasKpWE
UgzVvGBa4i5Gt0kS-NR4AaABAg,해외음료도 해주세요 ... 캐나다 미국!! 식후비법같은 음료 구하고싶어요,nRozBasKpWE
UgxImL9Rrk9wKAsExmJ4AaABAg,푸룬주스 잘못 마셨다간 화장실 변기에 하루종일 붙어 있어야됨ㅋㅋㅋㅋ,nRozBasKpWE
Ugx8jiDi30RZkv1WvPd4AaABAg,식이섬유를 음료로 섭취할 수 있어 좋은거같아요😮,nRozBasKpWE
Ugxhr2QQGH9wX4ickHF4AaABAg,"저한테 꼭 필요한정보 ,,, 감사합니다 😝❤️",nRozBasKpWE
Ugw3asQ27KLs5D0jBRF4AaABAg,"작심통살 론칭 기념 10종 맛보기 세트 신규 가입 시 팩당 1,596원!
닭가슴살... 많이 좋아졌네요. 닭가슴살 오마카세, 바로~ 주문합시다.
☞ 작심통살 최저가 구매하기 https://bit.ly/3JtIjWp
추천인코드 입력 필수 : 3500 8282(입력하셔야 회원 할인가로 구매 가능합니다.)
카카오 간편 가입하기를 사용하시는 경우, 추천인코드가 자동으로 입력되어 더 편리하게 가입 & 구매 가능합니다.",y-hfaS0tVUY
Ugx1qzsU6oCvsH7lKN54AaABAg,"전기, 미미미누 헬스터디 지원했어도 좋았을 듯 
미미미누 채널이랑 같이 공부하고 피갤이랑 체대입시 준비해도 괜찮았을 것 같은데..",y-hfaS0tVUY
Ugxu58LztMU1RSod4Ox4AaABAg,건호는 한 번 긁혀본 복권이라 ㄹㅇ 노력만하면 다시 긁힌복권 시절로 돌아갈 수 있을듯,y-hfaS0tVUY
Ugwjt7sR2LaEs4IaTB94AaABAg,스포츠왕 전기 ㅋㅋㅋ 자기 광고 아니라고 겁나 냉정하고 영혼 없는 주관적인 평가 ㅋㅋㅋ,y-hfaS0tVUY
UgyV6xPL-hibBbLeBqJ4AaABAg,전기는 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 좋다,y-hfaS0tVUY
UgyEhEXkSGP4wzRiIDV4AaABAg,궁금한게있는데요  혹시 공던질때 앞으로 던지든 뒤로던지는 상관이 없는건가요?,y-hfaS0tVUY
UgzBfK__whLNlPvIBqF4AaABAg,스포츠왕 전기님 따라 체력 측정하다가 배에서 경련이 왔네요... 아...,y-hfaS0tVUY
Ugwqym33PZcNzPyoSTt4AaABAg,전기님 올해 삼수 안되면 체대 입시 가즈아,y-hfaS0tVUY
Ugyz0vYJ6SafhyaRG6N4AaABAg,"전기님 덕분에 새벽에 윗몸일으키기로 전기님 이기겠다고해서 27개 했네요. 
전기님이 없었다면 27개는 못했을듯합니다.
감사합니다",y-hfaS0tVUY
UgwyNVIt9Ztae_eu4fx4AaABAg,"아이고... 전기님...
계란님 체대입시 기록도 정말 궁금합니다
언제 한번 체육관 놀러오셔요 ^^~ 풀코스로 모시겠습니다 😁",y-hfaS0tVUY
Ugwr-IKpq8rAfFyD3Yp4AaABAg,진짜 웃기긴하다ㅋㅋㅋㅋ 계속 꾸준하게 활동해줬으면 좋겠다,JsUkKt4p9n4
Ugy2jAfILxdOylSM50h4AaABAg,"빅팜 빅현배, 나태의 공혁준, 돼지왕 전기, 압둘알리과로사
폼 미쳤다 ㄷㄷ",JsUkKt4p9n4
UgyZW2ClIeTrz6ZlQLV4AaABAg,ㄱㅖ란형 웃고싶어서 하는 줄 알았더니 시범 장난없다 ㄷㄷ 역시 잘함 존멋,JsUkKt4p9n4
UgxJXobTtaj0HKVx7XJ4AaABAg,진짜 개웃기넼ㅋㅋㅋㅋ 계란형도 웃겨 죽을라하네,JsUkKt4p9n4
Ugycq7pYwLHgBLLIQux4AaABAg,런호 진짜 한시도 손을 가만히 못둠 ㅋㅋㅋㅋㅋㅋㅋ,JsUkKt4p9n4
Ugw6pIii2aMk831A57V4AaABAg,전기 자기 방송은 안 하구 잘 놀러 다니넹 암튼 뭘로 보든 잼나게 지내서 좋당 ㅋㅋ 넘 웃곀ㅋㅋ,JsUkKt4p9n4
Ugz6CxUsIUWY23hQZil4AaABAg,7:22 전기 떨어지는 폼 미쳤다 ㅋㅋㅋㅋㅋㅋㅋ,JsUkKt4p9n4
Ugw7vs1zBKT5UDCqAfR4AaABAg,분명히 00년생인데 배에 주름끼니까 몸 포기한 30대 아조씨로 전직했네 ㅋㅋㅋㅋㅋ,JsUkKt4p9n4
UgxIjVldzBc9gdfn-Ex4AaABAg,전기 X 김계란 조합 5년전 토크온 이후로 오랜만이네ㅋㅋㅋㅋㅋㅋ,JsUkKt4p9n4
Ugzl520tbPUMWI1B6UJ4AaABAg,몸상태까지도  유튜버 최적화로  맞춰왔네 역시,JsUkKt4p9n4
UgwYtggSfsM7Bxwtaxx4AaABAg,영양성분이나 건강식 건강에 대한 내용 중점적으로 많이 올려주시면 감사하겠습니다 재밌는 내용도 좋은데 중간중간 영양이라는 내용을 쉽게 접할수없어 매체나 검증된 자료를 보기란 쉽지 않네요 그나마 믿을수있는 빡빡이형이 쉽게 설명해주니 항상 믿고봅니다 좋은 영상 많이 만들어주세요 감사합니다🥰,bwmZnKwlX_M
UgyopGP4Z9V3xWsSyTt4AaABAg,식욕의 과학이라는 책을 보면서 식물성 유지가 얼마나 좋지 않은지 알게되었는데 이렇게 자세히 알려주다니 ㅜㅜ 쉽게  알려주셔서 감사합니다.,bwmZnKwlX_M
Ugxm5UsQMHraFr_-9Ph4AaABAg,"다이어트 공부를 하면서 다이어트를 하고 있는데 혹시 지방 관련해서 좀더 자세히 다루어 주실수 있나요?
최근 포화지방이 몸에 안좋은점이 없다는 내용도 많고 콜레스테롤도 섭취로는 크게 변화가 없다는 논문도 많이 나오고 칼로리로 조절 하는게 아닌 단순 당을 완전히 배제하고 복합탄수를 적당양 섭취를 하고 좋은기름과 단백질을 충분히 섭취해 주라고 하는데 또 다른 쪽에선 계란님 처럼 일단 칼로리를 맞추고 그안에서 탄단지를 맞추는데 지방을 최대한 줄이라는 내용도 있어서 상당히 어려운거 같습니다
당뇨가 있어서 탄수화물쪽은 혈당에 맞춰서 먹고 있긴한데 매번 반찬들이 고민이 크네요",bwmZnKwlX_M
Ugxl4Q_fYlITWdUqmxx4AaABAg,계란님 기회가 되시면 카니보어 식단에 대해서도 다뤄주세요!,bwmZnKwlX_M
Ugy2nJVktafVwE17uex4AaABAg,광대쇼같은 대형컨텐츠보단 이런 유익한영상이 내가 피갤을 구독했던 이유였지..,bwmZnKwlX_M
Ugxis3ZK5TJQ0yOvDiN4AaABAg,"오~~   지방에 관해서 요즘 습득 많이 했는데,  업데이트 좋아요.

나쁜 기름 소개를 더 해주시면 좋을것같아요.",bwmZnKwlX_M
UgwcjH_aI2u5AuUek9B4AaABAg,요즘 다이어트 식단 관련 컨텐츠 넘 좋아요,bwmZnKwlX_M
UgznW6cvPoL-jPDnOHN4AaABAg,가장 건강한 유튜브를 위해 가장 오래 앉아있어야 하는 피디님들,bwmZnKwlX_M
Ugwb4P7_ZaSb6rxSK014AaABAg,육류와 해산물의 단백질 섭취 효율 비교도 부탁드립니다,bwmZnKwlX_M
UgyM187e6-hJa2AxNal4AaABAg,지방균형발전 참 중요합니다,bwmZnKwlX_M
UgxIg6Yx5kxik_3BlZJ4AaABAg,요즘 이런 시리즈 정말 유익하네요 ! 엄청 좋은 음식은 아니어도 현실적으로 가까이서 볼수 있는 음식들을 생각 할수있는 기준이 생기도록 돕는 영상이라니 피지컬갤러리 잘될수 밖에 🤗,ptBkZKe1l2I
UgxExZUtz9rRlAa8flx4AaABAg,한솥 도시락 가성비 도시락이라 자주 이용하는데 이 컨텐츠로 다뤄주길 희망합니다!!!,ptBkZKe1l2I
UgzMs04I-mXk-VfaDvZ4AaABAg,"편의점 삼각김밥이나 빵, 샌드위치도 알려주세요 추가로 도시락같은것도 부탁드립니다.
운동하러가기 급할 때 먹어도 되는지 궁금합니다",ptBkZKe1l2I
UgyL7fOhVAonRoM_KUV4AaABAg,티어리스트 진짜 넘 좋아요!! 도움 진짜 많이 받고있어요😆,ptBkZKe1l2I
UgwU5X0UzBzMkhv3eN54AaABAg,"프로틴(식물성, 동물성)에 대한 티어 리스트's도 해주세요!",ptBkZKe1l2I
Ugym2kYT18HkhOYNqiR4AaABAg,"편의점 즉석식품, 패스트푸드, 도시락 중에 괜찮은거랑 시리얼도 괜찮은거 추천해주세여",ptBkZKe1l2I
Ugzg6k7w8DeJ9Ak0NHt4AaABAg,"계란님 뽀야시당ㅋㅋㅋㅋ 전보다 뭔가 더 야위어 보이시는데,, 건강하셔야 해요 🙌🏻🙌🏻",ptBkZKe1l2I
Ugx1Z4pyW4maPOmpw5B4AaABAg,티어리스트 진짜 너무 도움되용,ptBkZKe1l2I
UgxdusxD4h-z0JBKaeV4AaABAg,와 진짜 마침 필요했는데 감사합니당 ㅠㅠㅠㅠ,ptBkZKe1l2I
UgyxZh36OYhuZsa7jVd4AaABAg,음식 때문에 스트레스 안 받고 잘 먹고 열심히 운동할랍니다.,ptBkZKe1l2I
UgxHTqwbbKA6rKlbv9B4AaABAg,"잼있게 봤어요^^
게임도 즐기면서~상금도 타고ㅎㅎ
훈훈한 모습들이 보기 좋습니다~😊",GsdFV8Kcy0g
Ugzgl0iu30dND1PVGeF4AaABAg,와 요약본 기다렸는데 이렇게 딱 올라오다니 ㅋㅋㅋㅋㅋ 편-안,GsdFV8Kcy0g
UgzmALUKnY_xheN7BDJ4AaABAg,수면 컨텐츠네. 좋은 컨텐츠 감사 눈이 확 감긴다.,GsdFV8Kcy0g
UgyoGVONYAvIZQOBiu14AaABAg,드디어 올라오네 이 콘텐츠도 기대했었는데,GsdFV8Kcy0g
UgwFIQwLplMzamD9Be54AaABAg,이거 첨부터 다 봤는데 7번이 본편에 워노 죽기직전에 본인 수면권 줌 여기까지 버텼는데 끝까지 같이 가요 함서 주는데 감동했다 자지마라ㅠ 워노랑 7번 살면된다,GsdFV8Kcy0g
UgxNzcM0E61CsKs9DkZ4AaABAg,수면게임 맞네요 보는 저도 도중에 졸려서 꺼버렸습니다,GsdFV8Kcy0g
Ugz9-Q_zCiQobb8sijV4AaABAg,확실한건 체력좋고 젊을수록 유리할듯ㅋㅋ,GsdFV8Kcy0g
UgxLK9forofFN9864ox4AaABAg,자막이 쬐끔 작은것같아요ㅎㅎ 그래도 재밌게 봤어요!!!👍🏻👍🏻,GsdFV8Kcy0g
UgxVx91bepCCr5Ajr9t4AaABAg,시간이 많이 지났지만 지옥주 하면서 100시간 넘게 안잤었는데 계속 움직이니까 좀 할만했던 기억이 있음,GsdFV8Kcy0g
Ugy3ddunKEGH6wZaSYR4AaABAg,"첫 3박 4일 신병휴가때 시간이 아까워서 3일동안 피시방에서  단 한숨도 안자고 스타만 했었던 기억이나네
너무 행복해서 힘들진 않았던 ㅋㅋ",GsdFV8Kcy0g
UgzWmP9UbptKcHADVFd4AaABAg,영상인데도 밝고 긍정적인 에너지가 잔뜩 느껴지네요 ㅋㅋㅋ 이다혜 치어리더님 대만에서도 좋은 모습 많이 보여주세요😊😊 화이팅!,0S9WISTECFg
UgxNVavY_jB6LMICVfN4AaABAg,다혜님은 표정도 그렇고 뭔가 항상 밝고 긍정적인 에너지넘치는 아우라가 있어서 좋네요,0S9WISTECFg
UgxaD2K4IXTjZe68Xzl4AaABAg,이다혜 치어리더님 대만에 와주셔서 대만 야구팬들이 너무 재밌게 보고있어요! 저도 요즘 많은 영상 보면서 힐링하고 있어요!!❤❤❤,0S9WISTECFg
Ugx6gCGx8fsz_lgEbzl4AaABAg,"치어리더 이다혜 밖에 모르는데...
세계로라니..!
축하해요🎉😊🎉",0S9WISTECFg
UgwshZ2r-jaCeLa-MF94AaABAg,올해 야구시즌 시작하고 가장 보고 싶었던 치어리더분인데 대만가셔서 탄식을 금치 못함ㅠㅠ 타지에서 고생 많으실텐데 건강하시고 활동 잘하고 오셔요 엉엉,0S9WISTECFg
UgxLYPcvcDTPNvvWgWd4AaABAg,多惠笑容好甜 好可愛~~~~~~😍😍😍,0S9WISTECFg
UgxeRdqlvEdXi854H-N4AaABAg,자랑스러운 이다혜 치어리더!!!!!!,0S9WISTECFg
UgwWCu2Put2PHnCj7VN4AaABAg,다혜님은 그냥 사람자체가 사랑스럽네요...,0S9WISTECFg
Ugwzv1h-ON88wjst1MR4AaABAg,希望多慧可以愉快享受在台灣的應援工作~~~,0S9WISTECFg
UgxbRO2AhH4zefCseWR4AaABAg,되게 에너지 넘치시다 ㅋㅋ,0S9WISTECFg
UgwZzbIEvN6C9OP7g_B4AaABAg,진짜 거의 6분동안 말로만 설명하는데 집중이되는 매직 계란형 폼 미쳤다이 👏👏👏,wGKvI-sT6Us
UgxsPPvbZQ1O8B1-DAl4AaABAg,"삭센다로 20 넘게 뺐는데
기초대사량이 1900 밑까지 떨어져서
요즘은 삭센다 계속 쓰면서
체육관도 다니는 중입니다. ㅠㅠ
결국 운동 없이는 어려운 게 체중 감량 같습니다.",wGKvI-sT6Us
Ugx2e0pSVmcsuntVBLB4AaABAg,당뇨병약으로 개발되어 미국에서 정식으로 의약품으로 판매하고 있고 알려진 부작용은 거의 없다시피 미미 하여 품절사태에 리셀되는 약입니다. 다이어트약으로 추가허가를 받은 상태이며 셀럽이나 부유한 사람들이 이전 몸매 관리비보다 훨씬적게 비용을 주기때문에 많이 사서 냉장고에 보관하고 있다고 알려저 있습니다,wGKvI-sT6Us
UgxoL8B9thieBABess14AaABAg,"효과가 예전 유행했던 삭센다하고 비슷하네요
일 때문에 식단이나 운동이 힘들어서 삭센다로 다이어트 했는데
주사 끊으니까 천천히 다시 돌아오더라구요
오젬픽도 비슷하지 않을까 싶습니다",wGKvI-sT6Us
UgwMyXYxAo-JqBdXGnx4AaABAg,"저런 주사형태아니고 모처의 유명한 다이어트약 처방해주는 병원이라는 곳에서 몇달 먹어본 결과 체중은 줄었는데, 부작용으로 몸에 이상이 생겨 복용 중단하니 요요로 더 쪘었습니다.
교감신경에 교란을 주고 식욕억제와 흡수 방해를 하니 확실히 살은 빠지더라고요.
피가 마르는 듯한 기분과 폭발할거 같은 분노를 조절 못한다는것을 빼면요.
요즘에는 천천히 운동에 재미 붙이며 해나가고 있습니다.",wGKvI-sT6Us
UgzuY2Hpp34nIcZcT0N4AaABAg,저거 우리 집에도 있었던 거 같은데... 저희 엄마가 당뇨 혈당 200 넘어서 병원에 일주일 입원하고 받아와서 복부에 맞았는데 저희 엄마는 ... 네 식욕이 너무 좋고 활동량도 없고 하니 소용없더라 구요. 저도 당뇨 유전 가능성 있고 당시 과체중이라 저 식단 바꾸고 본인 운동하고 와서 엄마 따로 걷기 운동 시키고 당뇨식 찾아서 만들고 하니 혈당 공복 100 식후 130 유지 중 약 먹는 거도 줄이고 병원에서 두 달에 한 번 오세요 통보 드디어 받았네요. 엄마 케어하며 는 것 잔소리...ㅎ,wGKvI-sT6Us
UgwjsfVubehRVNMqWdh4AaABAg,"삭센다고 몇펜 이나 맞아보고 휴터민 디에타민 다 먹어봤는데 식욕 억제에 제일 효과적인건 디에타민이였다 식욕억제
되는 약들중에 삭센다가 거의 식욕억제가 제일 안되더라 사람 마다 다 다른듯",wGKvI-sT6Us
UgwQ4jYSiOKm9jws_up4AaABAg,"고마워 형
영상 많이 올려줘",wGKvI-sT6Us
UgyaZcuLX6JmS7ljG9F4AaABAg,솔직히 시중에 나와있는 다이어트 약 중에는 부작용도 제일 적은 편이고 효과가 좋은것도 부정할 수없음ㅇㅇ,wGKvI-sT6Us
Ugz5GmXb0HM-6_1rDWB4AaABAg,"제가  근무하는 병원에서는 양한방 다이어트 다해서 먹는 약, 침, 지방분해 주사, 삭센다도 다 취급하는데 저는 안해요^^. 식이+운동이 정답이라고 생각해요. 항상 약드리면서도  식이운동 강조함.  소용없지만;;
 진짜 의존도 높아지면 무서워지더라구요;; 욕심 부리셔서 의사처방 무시하고 복용늘렸다가 쓰러지시는분들도 보고 약물이 안맞아서 못드린다는데도 자긴 그거먹어야된다며 난리;;  결국다른데 가시고...  살은 빠지겠지만 그게 건강한건 아니라고 생각해요.",wGKvI-sT6Us
UgxOYskEKkQ7zKdXckF4AaABAg,요즘 제로음료수가 우리나라에도 많은 종류도나오고 다이어트에 관심을 가져서 좋네요! 미국처럼 다양한 제로 음료를 마실수 있도록 국내기업들이 더 힘 써주셨으면 좋겠네요! 오늘 재미있는 영상 잘 보고 갑니다!! :),jSB7q-yJpqc
UgysF_8qOD0zaYGxxLF4AaABAg,"와, 제로음료는 진짜 가열했을 때, 남는게 없다더니..... 진짜네.... 이런 실험적인 컨텐츠영상을 계란님이 해주시니까 더 명확하고 좋습니다.",jSB7q-yJpqc
UgxKQT53YcIO7ughR5V4AaABAg,"제로음료가 처음에는 밍밍하고 그랬는데
이게 먹다보니 오히려 일반 가당음료보다 속에서 덜 부대끼고, 입에 끈적하게 남는 느낌도 적어서 훨씬 좋더라구요",jSB7q-yJpqc
Ugx7J-jgH2qAcDOmmSx4AaABAg,형 .... 먹는걸로 장난 치면 안된다고 했는데 이번엔 유익하니 괜찬네요ㅎㅎㅎ 원래는 부모님의 등짝 스매시가 날라올텐데 말이죠ㅋㅋㅋ 그릇도 탄다고말예요ㅎㅎ,jSB7q-yJpqc
UgwGIWfuJ6NXkIdLImh4AaABAg,비락 직원분 빨리 이영상 보시고 제로 식혜 좀 내주세요 ㅠㅠㅠ,jSB7q-yJpqc
UgyOzwUKs7J3-NN5CQV4AaABAg,계란님 다양하게 건강에 좋은 정보들을 많이 줘서 요즘 피갤 볼 맛이 나요!!,jSB7q-yJpqc
Ugw-J2C2sz3bNpYF5jp4AaABAg,"제로콜라는 끓여도 남는게 없네.
이런 실험영상을 직접 눈으로 보니까
더 걱정없이 마실 수 있는 것 같아.!",jSB7q-yJpqc
UgxYkXtLsNaSm_D_5bx4AaABAg,"제로 음료는 어색함을 졸이기위해 향을 강하게 넣는다고 들었어요 
그리고 보통 대체당들이 같은 부피 대비 보통 몇배 이상의 단맛을 내다보니 설탕보다 적게 넣고, 쫄였을때 절대적으로 부피가 작을수밖에없죠
재밌는 실험 잘봤습니다!",jSB7q-yJpqc
Ugyb27k8m2Obxc323Jx4AaABAg,펩시제로 3년동안 하루도 빠짐없이 매일 300ml 씩 마시고 있는데 부작용 하나 없이 몸 잘 만들고 다이어트에도 문제 없었습니다. 펩제는 신이야!!,jSB7q-yJpqc
Ugwqqc_DQWr8_shHz-d4AaABAg,"솔직히 '에이 말이 제로지 설탕이 없는 탄산음료를 어떻게 만드냐 ㅋㅋ 장사 상술이지' 라고 생각했는데 아니 진짜 설탕이 없네요...? 
쓰읍.. 이러면 제로콜라 제로펩시.... 더욱 더 격렬하게 사먹어줘야겠는걸..",jSB7q-yJpqc
UgyTyQpuIRDRxhqAgXR4AaABAg,시작하자마자 보이는 혁준상 과자리뷰라니 ㅋㅋㅋ 신뢰도가 상승한다 ㅋㅋㅋㅋㅋㅋ,rDJd_QCvLaU
UgyFtLJCCJJb8VV_hQh4AaABAg,이제 혁준상 다이어트는 포기하고 그냥 음식 리뷰어로 등판시키는구나 ㅋㅋㅋㅋㅋㅋ,rDJd_QCvLaU
Ugw4czuh8f2WeQgvBUd4AaABAg,혁준상이 다이어트에 도움되는 식품을 리뷰하는데 신뢰가 너무 가는 기이한 현상 ㅋㅋㅋㅋㅋㅋㅋㅋ 나도 과자 잘안먹는사람이라 저걸 사먹을 일은 없겠네 ㅋㅋㅋㅋㅋ,rDJd_QCvLaU
UgwfWKQuZ9GbU752qat4AaABAg,이 콘텐츠 너무 좋아요! 대중에 잘못 알려진 정보를 정정해주기도 하고 다양한 식품들 보면서 어떻게 비교해야 좋을지 기준점이 생기네요!!,rDJd_QCvLaU
UgxUr4drsXv47nEMIO54AaABAg,시작하자마자 인사할때 혁준상 한템포 늦게 놀라는거 졸라귀엽네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,rDJd_QCvLaU
UgxypJZecgr0RYXXEON4AaABAg,아닠ㅋㅋㅋㅋ계란님 초코볼빼고 한 입도 안 드시는거 실화냐 진짜 대단함,rDJd_QCvLaU
Ugy6XyVApLcHGWvVp-94AaABAg,혁준이 당뇨 걸려서 살 쫙쫙 빠져도 전혀 안 이상할 수준이네,rDJd_QCvLaU
Ugx1REtuHekDJVub1hJ4AaABAg,진짜 혁준이형 자식생각해서 다이어트했으면... 아버지 아프시니까 자식으로서 넘 맘이 아픔. 혁준이형은 오래오래 건강했으면 좋겠어...,rDJd_QCvLaU
UgxLkKwwzRQTDLcN9IB4AaABAg,혁준과 옆에 해골이라 밸런스가 가슴이 웅장해진다,rDJd_QCvLaU
UgwKk3k2Ik-PQpCutBp4AaABAg,"혁준이 140에서 90대까지 보고 다시 120까지 보고...
140으로 복귀할려나... 이제 애아빠인데 건강생각하지...",rDJd_QCvLaU
Ugyrciq2VyB3xbLvwLx4AaABAg,"컨텐츠 넘 조아용 ㅠㅠㅠㅠ 안질리게 식단할 수 있는 완전 꿀팁!!!! 
레시피 그대로 해봐야겠어요! 주기적으로 올려주세요 ㅎㅎㅎ",vlkp2ppn7ko
Ugz0TDg1LIUT2BRVciR4AaABAg,진짜 계란형 컨텐츠 기획력이랑 실행력 미쳤다 이맛에 피즤컬 겔라리 못끊지 ㅋㅋㅋ,vlkp2ppn7ko
UgxMdHUV9ibzTtQT-HB4AaABAg,"운동하면서 다이어트 시작했는데
이 컨텐츠 너무 좋은 것 같아요!! 영상 많이 만들어주세요~~",vlkp2ppn7ko
UgwZi2XDa91nPcNvKMZ4AaABAg,"점심 열라면 먹었는데
형 따라하려고 저녁 짜파게티 사갈게요
감사합니다",vlkp2ppn7ko
UgxcPgjRnc4x0MuPoQh4AaABAg,면수 살짝 남겨서 소스 만들 때 넣으면 촉촉하게 먹을 수 있겠당 ㅎㅎ,vlkp2ppn7ko
